prod_code,customer,location,category,time_var,shipments
5693_05,lidl,sansebastian,beverage,2023-04-03T00:00:00.000+0000,340611
5693_05,lidl,sansebastian,beverage,2021-11-29T00:00:00.000+0000,763828
5693_05,lidl,sansebastian,beverage,2021-02-22T00:00:00.000+0000,314584
5693_05,lidl,sansebastian,beverage,2021-03-08T00:00:00.000+0000,435665
5693_05,lidl,sansebastian,beverage,2022-05-23T00:00:00.000+0000,942620
5693_05,lidl,sansebastian,beverage,2023-05-08T00:00:00.000+0000,774012
5693_05,lidl,sansebastian,beverage,2022-09-12T00:00:00.000+0000,876987
5693_05,lidl,sansebastian,beverage,2023-03-13T00:00:00.000+0000,422086
5693_05,lidl,sansebastian,beverage,2022-05-09T00:00:00.000+0000,970910
5693_05,lidl,sansebastian,beverage,2023-02-06T00:00:00.000+0000,648876
5693_05,lidl,sansebastian,beverage,2023-10-09T00:00:00.000+0000,230280
5693_05,lidl,sansebastian,beverage,2023-09-25T00:00:00.000+0000,944883
5693_05,lidl,sansebastian,beverage,2021-10-25T00:00:00.000+0000,1013722
5693_05,lidl,sansebastian,beverage,2022-05-02T00:00:00.000+0000,777407
5693_05,lidl,sansebastian,beverage,2022-02-21T00:00:00.000+0000,757038
5693_05,lidl,sansebastian,beverage,2022-06-06T00:00:00.000+0000,985620
5693_05,lidl,sansebastian,beverage,2023-01-09T00:00:00.000+0000,660853
5693_05,lidl,sansebastian,beverage,2023-01-30T00:00:00.000+0000,398322
5693_05,lidl,sansebastian,beverage,2021-12-27T00:00:00.000+0000,216136
3677_04,aldi,Vitoria,snack,2023-09-25T00:00:00.000+0000,295724
3677_04,aldi,Vitoria,snack,2022-12-05T00:00:00.000+0000,198910
3677_04,aldi,Vitoria,snack,2023-07-17T00:00:00.000+0000,376696
3677_04,aldi,Vitoria,snack,2021-12-13T00:00:00.000+0000,515757
3677_04,aldi,Vitoria,snack,2022-11-07T00:00:00.000+0000,385498
3677_04,aldi,Vitoria,snack,2023-09-18T00:00:00.000+0000,339731
3677_04,aldi,Vitoria,snack,2021-08-16T00:00:00.000+0000,276362
3677_04,aldi,Vitoria,snack,2023-07-31T00:00:00.000+0000,443586
3677_04,aldi,Vitoria,snack,2023-04-17T00:00:00.000+0000,274601
3677_04,aldi,Vitoria,snack,2021-11-22T00:00:00.000+0000,304526
3677_04,aldi,Vitoria,snack,2022-09-26T00:00:00.000+0000,371416
3677_04,aldi,Vitoria,snack,2023-01-02T00:00:00.000+0000,274601
3677_04,aldi,Vitoria,snack,2023-05-22T00:00:00.000+0000,334450
3677_04,aldi,Vitoria,snack,2023-08-14T00:00:00.000+0000,362614
3677_04,aldi,Vitoria,snack,2022-11-21T00:00:00.000+0000,279882
3677_04,aldi,Vitoria,snack,2021-12-06T00:00:00.000+0000,248197
3677_04,aldi,Vitoria,snack,2023-04-24T00:00:00.000+0000,390778
3677_04,aldi,Vitoria,snack,2020-12-07T00:00:00.000+0000,198910
3677_04,aldi,Vitoria,snack,2021-11-29T00:00:00.000+0000,406621
3677_04,aldi,Vitoria,snack,2022-10-31T00:00:00.000+0000,380217
3677_04,aldi,Vitoria,snack,2022-08-15T00:00:00.000+0000,360854
3677_04,aldi,Vitoria,snack,2023-09-11T00:00:00.000+0000,274601
3677_04,aldi,Vitoria,snack,2023-08-21T00:00:00.000+0000,480552
3677_04,aldi,Vitoria,snack,2020-11-23T00:00:00.000+0000,293964
3677_04,aldi,Vitoria,snack,2023-02-06T00:00:00.000+0000,327409
3677_04,aldi,Vitoria,snack,2023-01-09T00:00:00.000+0000,297485
3677_04,aldi,Vitoria,snack,2021-05-10T00:00:00.000+0000,260519
3677_04,aldi,Vitoria,snack,2021-12-20T00:00:00.000+0000,366135
3677_04,aldi,Vitoria,snack,2022-09-05T00:00:00.000+0000,316848
3677_04,aldi,Vitoria,snack,2022-05-02T00:00:00.000+0000,267560
3677_04,aldi,Vitoria,snack,2021-03-01T00:00:00.000+0000,292204
3677_04,aldi,Vitoria,snack,2021-09-13T00:00:00.000+0000,290444
3677_04,aldi,Vitoria,snack,2021-02-01T00:00:00.000+0000,239396
3677_04,aldi,Vitoria,snack,2021-03-15T00:00:00.000+0000,251718
3677_04,aldi,Vitoria,snack,2023-06-12T00:00:00.000+0000,281642
3677_04,aldi,Vitoria,snack,2023-05-29T00:00:00.000+0000,364375
3677_04,aldi,Vitoria,snack,2022-08-29T00:00:00.000+0000,401340
3677_04,aldi,Vitoria,snack,2020-11-02T00:00:00.000+0000,123219
3677_04,aldi,Vitoria,snack,2022-12-19T00:00:00.000+0000,433025
3677_04,aldi,Vitoria,snack,2022-01-10T00:00:00.000+0000,337971
3677_04,aldi,Vitoria,snack,2022-10-24T00:00:00.000+0000,183068
3677_04,aldi,Vitoria,snack,2022-01-03T00:00:00.000+0000,253478
3677_04,aldi,Vitoria,snack,2022-06-13T00:00:00.000+0000,415367
3677_04,aldi,Vitoria,snack,2021-06-14T00:00:00.000+0000,348532
3677_04,aldi,Vitoria,snack,2023-02-13T00:00:00.000+0000,281642
3677_04,aldi,Vitoria,snack,2023-05-15T00:00:00.000+0000,274601
3677_04,aldi,Vitoria,snack,2022-01-17T00:00:00.000+0000,308046
3677_04,aldi,Vitoria,snack,2023-02-20T00:00:00.000+0000,329169
3677_04,aldi,Vitoria,snack,2020-10-26T00:00:00.000+0000,413662
3677_04,aldi,Vitoria,snack,2021-12-27T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2021-05-17T00:00:00.000+0000,255238
3677_04,aldi,Vitoria,snack,2021-08-23T00:00:00.000+0000,366135
3677_04,aldi,Vitoria,snack,2021-07-05T00:00:00.000+0000,399580
3677_04,aldi,Vitoria,snack,2022-02-14T00:00:00.000+0000,258759
3677_04,aldi,Vitoria,snack,2023-01-16T00:00:00.000+0000,239396
3677_04,aldi,Vitoria,snack,2022-11-28T00:00:00.000+0000,484072
3677_04,aldi,Vitoria,snack,2023-07-03T00:00:00.000+0000,283403
3677_04,aldi,Vitoria,snack,2023-01-30T00:00:00.000+0000,258759
3677_04,aldi,Vitoria,snack,2021-05-31T00:00:00.000+0000,283403
3677_04,aldi,Vitoria,snack,2022-03-21T00:00:00.000+0000,200670
3677_04,aldi,Vitoria,snack,2020-10-19T00:00:00.000+0000,281642
3677_04,aldi,Vitoria,snack,2021-08-09T00:00:00.000+0000,425984
3677_04,aldi,Vitoria,snack,2022-02-21T00:00:00.000+0000,281642
3677_04,aldi,Vitoria,snack,2022-03-14T00:00:00.000+0000,239396
3677_04,aldi,Vitoria,snack,2022-05-16T00:00:00.000+0000,302765
3677_04,aldi,Vitoria,snack,2022-11-14T00:00:00.000+0000,214752
3677_04,aldi,Vitoria,snack,2023-03-06T00:00:00.000+0000,262279
3677_04,aldi,Vitoria,snack,2023-10-09T00:00:00.000+0000,320368
3677_04,aldi,Vitoria,snack,2022-08-08T00:00:00.000+0000,433025
3677_04,aldi,Vitoria,snack,2021-03-08T00:00:00.000+0000,246382
3677_04,aldi,Vitoria,snack,2021-02-22T00:00:00.000+0000,309806
3677_04,aldi,Vitoria,snack,2021-10-11T00:00:00.000+0000,168986
3677_04,aldi,Vitoria,snack,2021-02-08T00:00:00.000+0000,272841
3677_04,aldi,Vitoria,snack,2020-12-21T00:00:00.000+0000,272841
3677_04,aldi,Vitoria,snack,2022-08-01T00:00:00.000+0000,524558
3677_04,aldi,Vitoria,snack,2023-05-08T00:00:00.000+0000,343251
3677_04,aldi,Vitoria,snack,2022-08-22T00:00:00.000+0000,373176
3677_04,aldi,Vitoria,snack,2021-09-20T00:00:00.000+0000,285163
3677_04,aldi,Vitoria,snack,2022-05-23T00:00:00.000+0000,360854
3677_04,aldi,Vitoria,snack,2023-08-28T00:00:00.000+0000,408381
3677_04,aldi,Vitoria,snack,2021-07-12T00:00:00.000+0000,367895
3677_04,aldi,Vitoria,snack,2022-06-06T00:00:00.000+0000,353813
3677_04,aldi,Vitoria,snack,2022-06-20T00:00:00.000+0000,399580
3677_04,aldi,Vitoria,snack,2022-12-12T00:00:00.000+0000,376696
3677_04,aldi,Vitoria,snack,2021-02-15T00:00:00.000+0000,308046
3677_04,aldi,Vitoria,snack,2022-07-04T00:00:00.000+0000,385498
3677_04,aldi,Vitoria,snack,2022-09-19T00:00:00.000+0000,285163
3677_04,aldi,Vitoria,snack,2022-07-18T00:00:00.000+0000,436545
3677_04,aldi,Vitoria,snack,2021-05-03T00:00:00.000+0000,235876
3677_04,aldi,Vitoria,snack,2021-07-19T00:00:00.000+0000,320368
3677_04,aldi,Vitoria,snack,2022-07-25T00:00:00.000+0000,445346
3677_04,aldi,Vitoria,snack,2023-03-27T00:00:00.000+0000,408381
3677_04,aldi,Vitoria,snack,2023-07-10T00:00:00.000+0000,431209
3677_04,aldi,Vitoria,snack,2022-04-25T00:00:00.000+0000,371416
3677_04,aldi,Vitoria,snack,2023-04-03T00:00:00.000+0000,216513
3677_04,aldi,Vitoria,snack,2021-06-28T00:00:00.000+0000,327409
3677_04,aldi,Vitoria,snack,2023-05-01T00:00:00.000+0000,278122
3677_04,aldi,Vitoria,snack,2021-11-08T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2021-01-18T00:00:00.000+0000,292204
3677_04,aldi,Vitoria,snack,2021-10-25T00:00:00.000+0000,373176
3677_04,aldi,Vitoria,snack,2022-01-24T00:00:00.000+0000,302765
3677_04,aldi,Vitoria,snack,2022-04-11T00:00:00.000+0000,176027
3677_04,aldi,Vitoria,snack,2021-04-12T00:00:00.000+0000,267560
3677_04,aldi,Vitoria,snack,2021-06-07T00:00:00.000+0000,253478
3677_04,aldi,Vitoria,snack,2022-10-03T00:00:00.000+0000,362614
3677_04,aldi,Vitoria,snack,2021-04-05T00:00:00.000+0000,272841
3677_04,aldi,Vitoria,snack,2021-06-21T00:00:00.000+0000,290444
3677_04,aldi,Vitoria,snack,2022-07-11T00:00:00.000+0000,403100
3677_04,aldi,Vitoria,snack,2020-11-16T00:00:00.000+0000,246437
3677_04,aldi,Vitoria,snack,2020-11-30T00:00:00.000+0000,424223
3677_04,aldi,Vitoria,snack,2022-10-17T00:00:00.000+0000,345012
3677_04,aldi,Vitoria,snack,2022-02-28T00:00:00.000+0000,332690
3677_04,aldi,Vitoria,snack,2023-09-04T00:00:00.000+0000,301005
3677_04,aldi,Vitoria,snack,2023-07-24T00:00:00.000+0000,394299
3677_04,aldi,Vitoria,snack,2021-01-04T00:00:00.000+0000,234115
3677_04,aldi,Vitoria,snack,2022-05-09T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2023-06-05T00:00:00.000+0000,325594
3677_04,aldi,Vitoria,snack,2022-06-27T00:00:00.000+0000,374936
3677_04,aldi,Vitoria,snack,2021-04-26T00:00:00.000+0000,232355
3677_04,aldi,Vitoria,snack,2021-03-22T00:00:00.000+0000,297485
3677_04,aldi,Vitoria,snack,2021-08-30T00:00:00.000+0000,320368
3677_04,aldi,Vitoria,snack,2022-09-12T00:00:00.000+0000,337971
3677_04,aldi,Vitoria,snack,2021-01-11T00:00:00.000+0000,374936
3677_04,aldi,Vitoria,snack,2021-09-06T00:00:00.000+0000,276362
3677_04,aldi,Vitoria,snack,2021-01-25T00:00:00.000+0000,339731
3677_04,aldi,Vitoria,snack,2021-05-24T00:00:00.000+0000,271081
3677_04,aldi,Vitoria,snack,2021-11-15T00:00:00.000+0000,265800
3677_04,aldi,Vitoria,snack,2022-01-31T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2021-11-01T00:00:00.000+0000,297485
3677_04,aldi,Vitoria,snack,2022-04-18T00:00:00.000+0000,272841
3677_04,aldi,Vitoria,snack,2023-03-13T00:00:00.000+0000,337971
3677_04,aldi,Vitoria,snack,2023-04-10T00:00:00.000+0000,364375
3677_04,aldi,Vitoria,snack,2022-02-07T00:00:00.000+0000,330930
3677_04,aldi,Vitoria,snack,2022-10-10T00:00:00.000+0000,283403
3677_04,aldi,Vitoria,snack,2023-06-19T00:00:00.000+0000,415422
3677_04,aldi,Vitoria,snack,2022-12-26T00:00:00.000+0000,337971
3677_04,aldi,Vitoria,snack,2021-09-27T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2021-10-04T00:00:00.000+0000,422463
3677_04,aldi,Vitoria,snack,2023-10-02T00:00:00.000+0000,295724
3677_04,aldi,Vitoria,snack,2022-03-28T00:00:00.000+0000,367895
3677_04,aldi,Vitoria,snack,2023-01-23T00:00:00.000+0000,343251
3677_04,aldi,Vitoria,snack,2020-12-28T00:00:00.000+0000,322128
3677_04,aldi,Vitoria,snack,2022-04-04T00:00:00.000+0000,253478
3677_04,aldi,Vitoria,snack,2023-06-26T00:00:00.000+0000,513997
3677_04,aldi,Vitoria,snack,2020-11-09T00:00:00.000+0000,258759
3677_04,aldi,Vitoria,snack,2023-02-27T00:00:00.000+0000,330930
3677_04,aldi,Vitoria,snack,2023-03-20T00:00:00.000+0000,248197
3677_04,aldi,Vitoria,snack,2023-08-07T00:00:00.000+0000,459429
3677_04,aldi,Vitoria,snack,2021-07-26T00:00:00.000+0000,413662
3677_04,aldi,Vitoria,snack,2021-10-18T00:00:00.000+0000,323889
3677_04,aldi,Vitoria,snack,2020-12-14T00:00:00.000+0000,489353
3677_04,aldi,Vitoria,snack,2021-03-29T00:00:00.000+0000,271081
3677_04,aldi,Vitoria,snack,2022-05-30T00:00:00.000+0000,364375
3677_04,aldi,Vitoria,snack,2021-04-19T00:00:00.000+0000,258759
3677_04,aldi,Vitoria,snack,2021-08-02T00:00:00.000+0000,367895
3677_04,aldi,Vitoria,snack,2022-03-07T00:00:00.000+0000,334450
1522_03,Eroski,Vitoria,snack,2023-07-10T00:00:00.000+0000,671678
1522_03,Eroski,Vitoria,snack,2021-02-15T00:00:00.000+0000,54770
1522_03,Eroski,Vitoria,snack,2023-08-14T00:00:00.000+0000,568288
1522_03,Eroski,Vitoria,snack,2023-03-13T00:00:00.000+0000,566477
1522_03,Eroski,Vitoria,snack,2023-04-03T00:00:00.000+0000,267849
1522_03,Eroski,Vitoria,snack,2021-06-14T00:00:00.000+0000,312434
1522_03,Eroski,Vitoria,snack,2022-04-18T00:00:00.000+0000,317413
1522_03,Eroski,Vitoria,snack,2022-08-29T00:00:00.000+0000,339819
1522_03,Eroski,Vitoria,snack,2021-05-17T00:00:00.000+0000,242728
1522_03,Eroski,Vitoria,snack,2020-11-09T00:00:00.000+0000,29875
1522_03,Eroski,Vitoria,snack,2022-01-17T00:00:00.000+0000,54883
1522_03,Eroski,Vitoria,snack,2021-10-18T00:00:00.000+0000,205385
1522_03,Eroski,Vitoria,snack,2023-05-08T00:00:00.000+0000,670320
1522_03,Eroski,Vitoria,snack,2022-04-11T00:00:00.000+0000,145637
1522_03,Eroski,Vitoria,snack,2023-09-18T00:00:00.000+0000,453318
1522_03,Eroski,Vitoria,snack,2022-08-22T00:00:00.000+0000,379651
1522_03,Eroski,Vitoria,snack,2020-12-14T00:00:00.000+0000,90868
1522_03,Eroski,Vitoria,snack,2021-04-19T00:00:00.000+0000,221567
1522_03,Eroski,Vitoria,snack,2023-03-20T00:00:00.000+0000,646972
1522_03,Eroski,Vitoria,snack,2021-09-20T00:00:00.000+0000,297497
1522_03,Eroski,Vitoria,snack,2022-03-07T00:00:00.000+0000,252686
1522_03,Eroski,Vitoria,snack,2023-06-19T00:00:00.000+0000,814108
1522_03,Eroski,Vitoria,snack,2021-04-12T00:00:00.000+0000,265134
1522_03,Eroski,Vitoria,snack,2022-01-10T00:00:00.000+0000,166458
1522_03,Eroski,Vitoria,snack,2022-04-04T00:00:00.000+0000,260155
1522_03,Eroski,Vitoria,snack,2022-07-04T00:00:00.000+0000,263889
1522_03,Eroski,Vitoria,snack,2022-12-19T00:00:00.000+0000,225301
1522_03,Eroski,Vitoria,snack,2022-12-26T00:00:00.000+0000,156840
1522_03,Eroski,Vitoria,snack,2023-02-13T00:00:00.000+0000,223227
1522_03,Eroski,Vitoria,snack,2021-07-26T00:00:00.000+0000,526532
1522_03,Eroski,Vitoria,snack,2022-09-26T00:00:00.000+0000,196672
1522_03,Eroski,Vitoria,snack,2022-05-09T00:00:00.000+0000,303721
1522_03,Eroski,Vitoria,snack,2020-12-21T00:00:00.000+0000,79665
1522_03,Eroski,Vitoria,snack,2021-09-13T00:00:00.000+0000,210478
1522_03,Eroski,Vitoria,snack,2023-05-15T00:00:00.000+0000,413599
1522_03,Eroski,Vitoria,snack,2021-06-21T00:00:00.000+0000,343553
1522_03,Eroski,Vitoria,snack,2022-05-30T00:00:00.000+0000,359735
1522_03,Eroski,Vitoria,snack,2021-11-15T00:00:00.000+0000,168043
1522_03,Eroski,Vitoria,snack,2022-01-31T00:00:00.000+0000,174267
1522_03,Eroski,Vitoria,snack,2021-08-30T00:00:00.000+0000,331106
1522_03,Eroski,Vitoria,snack,2023-10-02T00:00:00.000+0000,491981
1522_03,Eroski,Vitoria,snack,2021-10-11T00:00:00.000+0000,194183
1522_03,Eroski,Vitoria,snack,2022-08-08T00:00:00.000+0000,390854
1522_03,Eroski,Vitoria,snack,2021-02-08T00:00:00.000+0000,43567
1522_03,Eroski,Vitoria,snack,2021-01-25T00:00:00.000+0000,23651
1522_03,Eroski,Vitoria,snack,2021-11-29T00:00:00.000+0000,221567
1522_03,Eroski,Vitoria,snack,2022-03-28T00:00:00.000+0000,155595
1522_03,Eroski,Vitoria,snack,2022-09-12T00:00:00.000+0000,365959
1522_03,Eroski,Vitoria,snack,2021-12-13T00:00:00.000+0000,168043
1522_03,Eroski,Vitoria,snack,2022-10-24T00:00:00.000+0000,290029
1522_03,Eroski,Vitoria,snack,2021-12-20T00:00:00.000+0000,140658
1522_03,Eroski,Vitoria,snack,2023-01-09T00:00:00.000+0000,275997
1522_03,Eroski,Vitoria,snack,2022-06-27T00:00:00.000+0000,329861
1522_03,Eroski,Vitoria,snack,2021-03-08T00:00:00.000+0000,140771
1522_03,Eroski,Vitoria,snack,2021-12-06T00:00:00.000+0000,171777
1522_03,Eroski,Vitoria,snack,2022-10-03T00:00:00.000+0000,270113
1522_03,Eroski,Vitoria,snack,2020-12-28T00:00:00.000+0000,112029
1522_03,Eroski,Vitoria,snack,2023-03-06T00:00:00.000+0000,301081
1522_03,Eroski,Vitoria,snack,2022-01-24T00:00:00.000+0000,116555
1522_03,Eroski,Vitoria,snack,2022-09-19T00:00:00.000+0000,323637
1522_03,Eroski,Vitoria,snack,2023-01-16T00:00:00.000+0000,251630
1522_03,Eroski,Vitoria,snack,2023-03-27T00:00:00.000+0000,436155
1522_03,Eroski,Vitoria,snack,2023-10-09T00:00:00.000+0000,111274
1522_03,Eroski,Vitoria,snack,2022-12-12T00:00:00.000+0000,293801
1522_03,Eroski,Vitoria,snack,2021-10-25T00:00:00.000+0000,311642
1522_03,Eroski,Vitoria,snack,2022-08-01T00:00:00.000+0000,497903
1522_03,Eroski,Vitoria,snack,2022-10-17T00:00:00.000+0000,317413
1522_03,Eroski,Vitoria,snack,2021-05-03T00:00:00.000+0000,168043
1522_03,Eroski,Vitoria,snack,2022-05-23T00:00:00.000+0000,292518
1522_03,Eroski,Vitoria,snack,2023-09-04T00:00:00.000+0000,618380
1522_03,Eroski,Vitoria,snack,2021-03-22T00:00:00.000+0000,201651
1522_03,Eroski,Vitoria,snack,2022-03-21T00:00:00.000+0000,163064
1522_03,Eroski,Vitoria,snack,2023-02-06T00:00:00.000+0000,196182
1522_03,Eroski,Vitoria,snack,2021-02-22T00:00:00.000+0000,105805
1522_03,Eroski,Vitoria,snack,2021-07-19T00:00:00.000+0000,392099
1522_03,Eroski,Vitoria,snack,2022-04-25T00:00:00.000+0000,602462
1522_03,Eroski,Vitoria,snack,2021-08-23T00:00:00.000+0000,373427
1522_03,Eroski,Vitoria,snack,2023-06-12T00:00:00.000+0000,236655
1522_03,Eroski,Vitoria,snack,2022-11-28T00:00:00.000+0000,180490
1522_03,Eroski,Vitoria,snack,2022-03-14T00:00:00.000+0000,67104
1522_03,Eroski,Vitoria,snack,2021-01-18T00:00:00.000+0000,69707
1522_03,Eroski,Vitoria,snack,2021-06-28T00:00:00.000+0000,338574
1522_03,Eroski,Vitoria,snack,2021-11-01T00:00:00.000+0000,175511
1522_03,Eroski,Vitoria,snack,2022-06-20T00:00:00.000+0000,607441
1522_03,Eroski,Vitoria,snack,2021-07-12T00:00:00.000+0000,359735
1522_03,Eroski,Vitoria,snack,2022-06-13T00:00:00.000+0000,210364
1522_03,Eroski,Vitoria,snack,2023-06-05T00:00:00.000+0000,413674
1522_03,Eroski,Vitoria,snack,2022-10-10T00:00:00.000+0000,158085
1522_03,Eroski,Vitoria,snack,2022-11-21T00:00:00.000+0000,99581
1522_03,Eroski,Vitoria,snack,2021-05-24T00:00:00.000+0000,285050
1522_03,Eroski,Vitoria,snack,2020-10-19T00:00:00.000+0000,181735
1522_03,Eroski,Vitoria,snack,2022-11-14T00:00:00.000+0000,129455
1522_03,Eroski,Vitoria,snack,2021-03-01T00:00:00.000+0000,113274
1522_03,Eroski,Vitoria,snack,2021-08-16T00:00:00.000+0000,449357
1522_03,Eroski,Vitoria,snack,2023-04-24T00:00:00.000+0000,662399
1522_03,Eroski,Vitoria,snack,2021-12-27T00:00:00.000+0000,84644
1522_03,Eroski,Vitoria,snack,2023-06-26T00:00:00.000+0000,835156
1522_03,Eroski,Vitoria,snack,2023-02-20T00:00:00.000+0000,219908
1522_03,Eroski,Vitoria,snack,2023-05-01T00:00:00.000+0000,238164
1522_03,Eroski,Vitoria,snack,2023-07-03T00:00:00.000+0000,641691
1522_03,Eroski,Vitoria,snack,2022-07-11T00:00:00.000+0000,304966
1522_03,Eroski,Vitoria,snack,2020-11-30T00:00:00.000+0000,89623
1522_03,Eroski,Vitoria,snack,2020-10-26T00:00:00.000+0000,190448
1522_03,Eroski,Vitoria,snack,2021-05-10T00:00:00.000+0000,278826
1522_03,Eroski,Vitoria,snack,2020-11-23T00:00:00.000+0000,77176
1522_03,Eroski,Vitoria,snack,2022-08-15T00:00:00.000+0000,461805
1522_03,Eroski,Vitoria,snack,2021-05-31T00:00:00.000+0000,271357
1522_03,Eroski,Vitoria,snack,2021-04-05T00:00:00.000+0000,104560
1522_03,Eroski,Vitoria,snack,2022-02-14T00:00:00.000+0000,247707
1522_03,Eroski,Vitoria,snack,2021-01-04T00:00:00.000+0000,140658
1522_03,Eroski,Vitoria,snack,2021-08-02T00:00:00.000+0000,374672
1522_03,Eroski,Vitoria,snack,2022-11-07T00:00:00.000+0000,273847
1522_03,Eroski,Vitoria,snack,2023-05-22T00:00:00.000+0000,398473
1522_03,Eroski,Vitoria,snack,2021-06-07T00:00:00.000+0000,362224
1522_03,Eroski,Vitoria,snack,2022-05-02T00:00:00.000+0000,306211
1522_03,Eroski,Vitoria,snack,2023-07-17T00:00:00.000+0000,488322
1522_03,Eroski,Vitoria,snack,2021-10-04T00:00:00.000+0000,392099
1522_03,Eroski,Vitoria,snack,2023-09-25T00:00:00.000+0000,747646
1522_03,Eroski,Vitoria,snack,2023-05-29T00:00:00.000+0000,323260
1522_03,Eroski,Vitoria,snack,2023-08-07T00:00:00.000+0000,803471
1522_03,Eroski,Vitoria,snack,2020-12-07T00:00:00.000+0000,44812
1522_03,Eroski,Vitoria,snack,2021-08-09T00:00:00.000+0000,510350
1522_03,Eroski,Vitoria,snack,2023-01-30T00:00:00.000+0000,136056
1522_03,Eroski,Vitoria,snack,2023-07-24T00:00:00.000+0000,744628
1522_03,Eroski,Vitoria,snack,2021-03-15T00:00:00.000+0000,217833
1522_03,Eroski,Vitoria,snack,2023-04-17T00:00:00.000+0000,604197
1522_03,Eroski,Vitoria,snack,2022-01-03T00:00:00.000+0000,120742
1522_03,Eroski,Vitoria,snack,2022-02-07T00:00:00.000+0000,149371
1522_03,Eroski,Vitoria,snack,2023-02-27T00:00:00.000+0000,253214
1522_03,Eroski,Vitoria,snack,2023-08-28T00:00:00.000+0000,659306
1522_03,Eroski,Vitoria,snack,2021-11-08T00:00:00.000+0000,164308
1522_03,Eroski,Vitoria,snack,2023-01-23T00:00:00.000+0000,181207
1522_03,Eroski,Vitoria,snack,2023-07-31T00:00:00.000+0000,557689
1522_03,Eroski,Vitoria,snack,2021-04-26T00:00:00.000+0000,168043
1522_03,Eroski,Vitoria,snack,2022-05-16T00:00:00.000+0000,397078
1522_03,Eroski,Vitoria,snack,2022-07-18T00:00:00.000+0000,448113
1522_03,Eroski,Vitoria,snack,2021-09-06T00:00:00.000+0000,397078
1522_03,Eroski,Vitoria,snack,2022-02-21T00:00:00.000+0000,243860
1522_03,Eroski,Vitoria,snack,2022-12-05T00:00:00.000+0000,136924
1522_03,Eroski,Vitoria,snack,2020-11-16T00:00:00.000+0000,39833
1522_03,Eroski,Vitoria,snack,2020-11-02T00:00:00.000+0000,47301
1522_03,Eroski,Vitoria,snack,2021-07-05T00:00:00.000+0000,256420
1522_03,Eroski,Vitoria,snack,2023-08-21T00:00:00.000+0000,286181
1522_03,Eroski,Vitoria,snack,2023-01-02T00:00:00.000+0000,144241
1522_03,Eroski,Vitoria,snack,2021-03-29T00:00:00.000+0000,100826
1522_03,Eroski,Vitoria,snack,2021-01-11T00:00:00.000+0000,54883
1522_03,Eroski,Vitoria,snack,2021-09-27T00:00:00.000+0000,193051
1522_03,Eroski,Vitoria,snack,2021-11-22T00:00:00.000+0000,120742
1522_03,Eroski,Vitoria,snack,2022-07-25T00:00:00.000+0000,435665
1522_03,Eroski,Vitoria,snack,2022-06-06T00:00:00.000+0000,187959
1522_03,Eroski,Vitoria,snack,2023-04-10T00:00:00.000+0000,748249
1522_03,Eroski,Vitoria,snack,2022-10-31T00:00:00.000+0000,151861
1522_03,Eroski,Vitoria,snack,2023-09-11T00:00:00.000+0000,481834
1522_03,Eroski,Vitoria,snack,2022-02-28T00:00:00.000+0000,192825
1522_03,Eroski,Vitoria,snack,2022-09-05T00:00:00.000+0000,304966
6009_01,lidl,Vitoria,juice,2023-06-26T00:00:00.000+0000,2224717
6009_01,lidl,Vitoria,juice,2022-08-15T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2022-04-18T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2023-07-17T00:00:00.000+0000,1344336
6009_01,lidl,Vitoria,juice,2022-11-28T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2023-02-13T00:00:00.000+0000,3440051
6009_01,lidl,Vitoria,juice,2022-07-11T00:00:00.000+0000,1250414
6009_01,lidl,Vitoria,juice,2023-03-06T00:00:00.000+0000,2150032
6009_01,lidl,Vitoria,juice,2022-08-01T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2022-09-19T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2022-09-26T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2023-07-03T00:00:00.000+0000,2240560
6009_01,lidl,Vitoria,juice,2023-07-24T00:00:00.000+0000,896224
6009_01,lidl,Vitoria,juice,2021-12-20T00:00:00.000+0000,814750
6009_01,lidl,Vitoria,juice,2022-02-14T00:00:00.000+0000,1629498
6009_01,lidl,Vitoria,juice,2021-01-25T00:00:00.000+0000,407375
6009_01,lidl,Vitoria,juice,2021-11-15T00:00:00.000+0000,1222124
6009_01,lidl,Vitoria,juice,2021-08-23T00:00:00.000+0000,1222124
6009_01,lidl,Vitoria,juice,2022-03-07T00:00:00.000+0000,833609
6009_01,lidl,Vitoria,juice,2021-05-31T00:00:00.000+0000,1629498
6009_01,lidl,Vitoria,juice,2023-04-10T00:00:00.000+0000,896224
6009_01,lidl,Vitoria,juice,2020-10-19T00:00:00.000+0000,1629498
6009_01,lidl,Vitoria,juice,2021-04-12T00:00:00.000+0000,1222124
